User, Positiv, Negativ, Pstv, Affil, Ngtv, Hostile, Strong, Pow1, Weak, Submit, Active, Passive, Pleasur, Pain, Feel, Arousal, EMOT, Virtue, Vice, Ovrst, Undrst, Academ, Doctrin, Econat, Exch, ECON1, Exprsv, Legal, Milit, Polit, POLIT1, Relig, Role, COLL, Work1, Ritual, SocRel, Race, Kin, MALE, Female, Nonadlt, HU, ANI, PLACE, Social, Region, Route, Aquatic, Land, Sky, Object1, Tool, Food, Vehicle, BldgPt, ComnObj, NatObj, BodyPt, ComForm, COM, Say, Need, Goal, Try, Means, Persist, Complet, Fail, NatrPro, Begin1, Vary, Increas, Decreas, Finish, Stay, Rise, Exert, Fetch1, Travel, Fall, Think, Know, Causal, Ought, Perceiv, Compare, Eval, EVAL1, Solve, Absat, ABS1, Quality, Quan, NUMB, ORD1, CARD, FREQ, DIST, Timeat, TIME1, Space1, POS, DIM, Rel, COLOR, Self, Our, You, Name, Yes, No1, Negate, Intrj, IAV, DAV, SV, IPadj, IndAdj, PowGain, PowLoss, PowEnds, PowAren, PowCon, PowCoop, PowAuPt, PowPt, PowDoct, PowAuth, PowOth, PowTot, RcEthic, RcRelig, RcGain, RcLoss, RcEnds, RcTot, RspGain, RspLoss, RspOth, RspTot, AffGain, AffLoss, AffPt, AffOth, AffTot, WltPt, WltTran, WltOth, WltTot, WlbGain, WlbLoss, WlbPhys, WlbPsyc, WlbPt, WlbTot, EnlGain, EnlLoss, EnlEnds, EnlPt, EnlOth, EnlTot, SklAsth, SklPt, SklOth, SklTot, TrnGain, TrnLoss, TranLw, MeansLw, EndsLw, ArenaLw, PtLw, Nation, Anomie, NegAff, PosAff, SureLw, If1, NotLw, TimeSpc, FormLw, adverbs, anger, swearWords, sadness, openness, conscientiousness, extraversion, agreableness, neuroticism, beauty, behaviour, biology, science, earth, entrepreneurship, faith, fashion, fiends, law, marriage, military, music, occasions, vacations, violence, cEXT, cNEU, cAGR, cCON, cOPN, sEXT, sNEU, sAGR, sCON, sOPN
User126, 105, 87, 89, 9, 71, 36, 164, 38, 24, 15, 152, 54, 4, 11, 1, 14, 10, 56, 27, 50, 7, 9, 10, 7, 0, 32, 12, 4, 14, 12, 29, 5, 27, 10, 14, 14, 17, 0, 0, 7, 0, 0, 38, 2, 17, 2, 3, 6, 1, 2, 3, 42, 17, 3, 0, 3, 12, 7, 9, 25, 26, 0, 8, 11, 3, 28, 11, 15, 2, 36, 4, 7, 6, 1, 3, 3, 1, 27, 8, 15, 3, 1, 20, 0, 0, 5, 1, 2, 19, 12, 47, 86, 11, 24, 4, 0, 4, 2, 3, 61, 35, 13, 0, 3, 3, 1, 0, 0, 0, 6, 0, 2, 7, 0, 82, 46, 15, 0, 13, 4, 4, 5, 0, 22, 0, 0, 2, 3, 3, 27, 70, 4, 3, 0, 0, 2, 9, 1, 0, 13, 14, 0, 0, 6, 1, 7, 0, 0, 4, 4, 2, 4, 40, 7, 0, 53, 12, 0, 4, 5, 43, 64, 1, 0, 27, 28, 3, 4, 21, 6, 48, 20, 9, 5, 0, 7, 10, 9, 3, 0, 58, 10, 195, 25, 47, 72, 62, 51, 25, 24, 25, 75, 40, 80, 122, 173, 147, 163, 121, 93, 179, 130, 184, 146, 174, 226, 165, n, n, n, y, y, 3.45, 1.5, 2.4, 4.55, 4.7
User127, 3, 0, 3, 0, 0, 0, 2, 0, 0, 0, 4, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 33, 12, 14, 15, 16, 13, 14, 12, 14, 26, 16, 24, 22, 29, 26, 29, 27, 19, 29, 29, 30, 28, 31, 32, 29, n, n, y, y, y, 3.4, 2.45, 3.95, 3.85, 4.45
User128, 1, 2, 1, 0, 2, 1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 8, 1, 1, 0, 0, 2, 1, 0, 1, 2, 2, 1, 1, 1, 1, 2, 1, 0, 3, 2, 3, 1, 3, 4, 3, n, y, y, n, y, 3.4, 2.85, 4.45, 3.21, 3.95
User129, 10, 7, 8, 2, 7, 0, 2, 1, 5, 3, 4, 5, 6, 1, 0, 0, 6, 1, 2, 2, 0, 2, 0, 2, 0, 1, 3, 0, 0, 0, 0, 2, 4, 1, 0, 3, 0, 0, 1, 1, 0, 1, 5, 0, 7, 4, 0, 0, 0, 3, 0, 6, 3, 1, 0, 0, 2, 0, 0, 3, 4, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 9, 4, 1, 0, 0, 0, 0, 0, 13, 9, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1, 4, 5, 0, 0, 0, 0, 0, 1, 3, 7, 1, 12, 0, 0, 0, 1, 4, 5, 1, 0, 0, 1, 1, 0, 1, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 12, 2, 22, 2, 6, 14, 5, 1, 3, 8, 2, 6, 10, 9, 8, 25, 12, 19, 15, 12, 17, 13, 21, 15, 26, 32, 20, y, n, y, y, y, 4.05, 1.35, 3.85, 3.5, 4.8
User130, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2, 0, 1, 0, 2, 1, 1, 2, 3, 0, y, n, n, n, y, 4.55, 2.15, 3.25, 3.2, 4.9
User131, 2, 3, 2, 1, 0, 1, 3, 0, 2, 0, 1, 3, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 7, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 1, 9, 0, 1, 3, 1, 6, 5, 3, 0, 3, 3, 3, 2, 2, 2, 4, 3, 6, 1, 3, 2, 3, 9, 11, 2, n, y, y, n, y, 2.5, 3.5, 3.75, 3.0, 4.5
User132, 14, 7, 14, 8, 4, 2, 10, 4, 3, 0, 9, 11, 4, 1, 0, 1, 6, 5, 2, 4, 0, 1, 0, 2, 1, 2, 1, 0, 2, 2, 2, 1, 3, 2, 0, 0, 4, 0, 0, 1, 1, 0, 6, 0, 3, 0, 1, 1, 0, 0, 1, 3, 1, 0, 1, 0, 1, 0, 2, 4, 5, 0, 2, 0, 0, 5, 2, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 9, 0, 1, 0, 0, 0, 0, 0, 13, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 3, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 5, 2, 0, 1, 0, 1, 4, 0, 0, 0, 0, 3, 0, 1, 3, 7, 0, 0, 1, 1, 0, 1, 5, 2, 0, 8, 0, 0, 0, 0, 5, 5, 0, 0, 2, 2, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 1, 1, 0, 0, 15, 4, 31, 2, 4, 4, 7, 8, 6, 8, 3, 15, 6, 8, 15, 17, 15, 26, 16, 18, 11, 17, 9, 17, 34, 30, 10, n, n, y, y, y, 1.9, 2.7, 4.1, 4.2, 4.45
User133, 3, 1, 3, 1, 1, 0, 1, 0, 1, 0, 2, 2, 2, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 2, 0, 1, 0, 3, 1, 1, 2, 0, 0, 0, 1, 1, 0, 2, 1, 2, 1, 0, 4, 3, 1, n, n, y, n, y, 3.05, 2.2, 3.95, 2.95, 4.0
User134, 25, 25, 21, 9, 20, 14, 15, 2, 5, 2, 32, 20, 12, 1, 0, 5, 11, 8, 7, 5, 4, 3, 1, 6, 0, 7, 4, 1, 1, 3, 4, 3, 12, 3, 4, 1, 6, 0, 3, 1, 4, 2, 15, 2, 6, 5, 0, 0, 1, 0, 0, 15, 6, 2, 1, 0, 3, 3, 6, 11, 8, 0, 2, 0, 0, 5, 0, 0, 1, 15, 0, 2, 0, 0, 6, 0, 0, 8, 0, 1, 1, 0, 2, 1, 0, 0, 0, 1, 5, 7, 4, 15, 2, 10, 1, 0, 1, 1, 0, 21, 12, 1, 0, 2, 2, 2, 0, 0, 0, 0, 2, 0, 1, 2, 27, 12, 6, 1, 5, 0, 0, 0, 0, 5, 0, 2, 1, 0, 0, 2, 10, 1, 0, 0, 0, 1, 2, 0, 1, 2, 3, 1, 0, 4, 6, 11, 0, 2, 2, 4, 1, 2, 4, 9, 1, 17, 3, 2, 0, 0, 15, 20, 0, 0, 6, 6, 0, 1, 3, 1, 0, 0, 4, 0, 0, 3, 0, 3, 1, 0, 19, 5, 69, 19, 27, 23, 24, 13, 21, 14, 16, 36, 21, 27, 42, 43, 39, 42, 48, 30, 39, 56, 47, 46, 56, 74, 46, n, n, y, n, y, 3.5, 1.89, 4.1, 3.2, 4.3
User135, 3, 3, 3, 0, 3, 0, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 3, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 12, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 3, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 12, 1, 14, 2, 3, 5, 0, 4, 6, 3, 4, 3, 5, 3, 2, 2, 4, 8, 5, 5, 9, 1, 3, 3, 7, 13, 3, y, y, n, y, n, 3.84, 3.55, 2.85, 4.32, 3.45
User136, 3, 4, 2, 2, 3, 1, 2, 1, 1, 1, 6, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 1, 0, 5, 1, 2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 8, 4, 6, 9, 3, 4, 3, 4, 4, 5, 7, 6, 7, 9, 5, 10, 6, 7, 7, 8, 7, 8, 9, 16, 7, y, n, y, n, y, 4.5, 1.55, 3.85, 2.6, 3.95
User137, 17, 15, 15, 5, 13, 4, 22, 6, 6, 3, 38, 10, 3, 3, 0, 0, 2, 2, 5, 7, 4, 7, 2, 3, 1, 4, 9, 1, 0, 4, 11, 3, 9, 10, 2, 6, 7, 5, 0, 0, 2, 2, 20, 0, 5, 1, 3, 0, 0, 1, 0, 12, 9, 0, 0, 0, 1, 2, 2, 17, 16, 0, 3, 2, 0, 5, 0, 3, 1, 3, 1, 0, 0, 0, 3, 2, 0, 3, 1, 2, 0, 0, 5, 0, 0, 0, 0, 0, 4, 1, 9, 20, 0, 4, 1, 1, 0, 1, 1, 25, 10, 4, 2, 1, 0, 0, 0, 0, 0, 3, 1, 0, 0, 1, 18, 14, 3, 0, 3, 1, 0, 0, 2, 1, 4, 0, 1, 0, 0, 2, 11, 0, 2, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 3, 4, 0, 1, 1, 2, 0, 1, 3, 5, 0, 9, 3, 0, 2, 1, 17, 23, 0, 3, 3, 6, 2, 2, 5, 0, 7, 9, 5, 9, 0, 3, 1, 1, 1, 1, 29, 8, 64, 22, 26, 27, 17, 12, 16, 25, 22, 35, 22, 28, 45, 49, 55, 45, 53, 32, 48, 59, 59, 54, 53, 58, 57, n, y, n, n, n, 2.35, 3.05, 3.4, 1.45, 2.85
User138, 6, 2, 5, 2, 2, 0, 3, 0, 2, 0, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 8, 1, 3, 1, 0, 7, 4, 4, 1, 3, 3, 2, 1, 5, 4, 8, 3, 3, 5, 6, 4, 3, 9, 10, 3, n, n, y, y, y, 3.45, 1.65, 4.55, 3.5, 4.65
User139, 7, 4, 6, 3, 1, 1, 3, 1, 4, 0, 2, 12, 2, 1, 0, 0, 3, 1, 0, 1, 1, 0, 0, 2, 0, 5, 2, 0, 0, 0, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 0, 1, 0, 1, 0, 8, 4, 0, 0, 2, 0, 2, 1, 6, 1, 0, 1, 0, 1, 4, 0, 0, 0, 8, 0, 2, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 4, 0, 0, 1, 0, 1, 1, 1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 4, 7, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 4, 5, 0, 0, 0, 0, 0, 0, 4, 1, 0, 5, 1, 0, 1, 0, 7, 9, 0, 0, 3, 3, 0, 0, 2, 0, 2, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 4, 21, 10, 11, 7, 5, 5, 4, 4, 3, 10, 8, 10, 8, 11, 16, 14, 13, 7, 16, 10, 17, 16, 16, 25, 15, y, n, y, n, n, 4.35, 2.5, 4.2, 3.3, 3.61
User140, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 0, 0, 2, 1, 1, 1, 1, 2, 1, 2, 0, 1, 2, 1, 2, 3, 2, 1, n, n, y, y, y, 3.25, 2.25, 4.75, 4.25, 4.25
User141, 6, 9, 5, 1, 9, 2, 5, 1, 6, 1, 6, 9, 2, 1, 1, 1, 3, 2, 4, 0, 1, 0, 0, 1, 0, 2, 7, 0, 0, 0, 2, 0, 0, 0, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 0, 0, 0, 8, 0, 0, 1, 2, 2, 3, 1, 2, 3, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 6, 4, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 2, 2, 0, 0, 3, 1, 0, 4, 2, 0, 0, 0, 0, 2, 0, 0, 4, 4, 0, 1, 1, 2, 2, 0, 0, 2, 0, 2, 1, 0, 0, 0, 9, 0, 16, 2, 4, 5, 4, 4, 1, 2, 5, 4, 4, 10, 8, 12, 9, 8, 9, 10, 12, 9, 11, 7, 10, 23, 11, y, n, n, y, y, 4.95, 1.65, 3.4, 3.75, 4.55
User142, 0, 2, 0, 0, 2, 1, 1, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, n, n, n, y, y, 3.35, 2.05, 3.0, 3.85, 4.5
User143, 5, 12, 5, 1, 8, 6, 9, 0, 2, 0, 9, 8, 0, 2, 1, 1, 1, 4, 2, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 2, 1, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 3, 2, 6, 0, 0, 0, 0, 0, 0, 0, 8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 1, 0, 0, 2, 1, 0, 3, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 3, 1, 0, 1, 0, 8, 1, 10, 1, 3, 6, 3, 0, 0, 2, 3, 2, 5, 5, 4, 8, 7, 7, 4, 4, 9, 7, 8, 7, 8, 14, 7, n, y, n, n, n, 2.4, 4.75, 3.2, 2.6, 3.75
User144, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, n, y, n, y, n, 1.7, 4.7, 1.95, 4.05, 3.6
